antiquewhite4	blue	blue2	brown	coral1	cyan	darkgreen	darkmagenta	darkviolet	firebrick4	floralwhite	grey60	mediumpurple2	orangered3	pink	plum	plum2	skyblue	skyblue1	steelblue	thistle2
			RPS6KA2-AS1																	
			MIR3939																	
			C6orf120																	
			TCTE3																	
			ERMARD																	
			FAM120B																	
			TBP																	
			FTSJ2																	
			RBAK																	
			RBAK-RBAKDN																	
			RNF216-IT1																	
			EIF2AK1																	
			KDELR2																	
			ZNF12																	
			C1GALT1																	
			LOC101927391																	
			MIOS																	
			UMAD1																	
			ICA1																	
			THSD7A																	
			TMEM106B																	
			VWDE																	
			SCIN																	
			ARL4A																	
			ETV1																	
			DGKB																	
			ISPD																	
			ANKMY2																	
			BZW2																	
			TSPAN13																	
			AGR2																	
			AHR																	
			KCCAT333																	
			LOC101927630																	
			SNX13																	
			PRPS1L1																	
			HDAC9																	
			TWISTNB																	
			LOC101927668																	
			MACC1																	
			MACC1-AS1																	
			LOC101927811																	
			ITGB8																	
			ABCB5																	
			SP4																	
			CDCA7L																	
			FAM126A																	
			KLHL7-AS1																	
			KLHL7																	
			NUPL2																	
			GPNMB																	
			TRA2A																	
			CCDC126																	
			STK31																	
			MPP6																	
			OSBPL3																	
			CYCS																	
			NFE2L3																	
			HNRNPA2B1																	
			HOXA10-AS																	
			HOXA10																	
			HIBADH																	
			TAX1BP1																	
			JAZF1																	
			TRIL																	
			LOC100506497																	
			CPVL																	
			CHN2																	
			ZNRF2P2																	
			DPY19L2P3																	
			SCRN1																	
			FKBP14																	
			PLEKHA8																	
			GGCT																	
			GARS																	
			ZNRF2P1																	
			KBTBD2																	
			NT5C3A																	
			RP9																	
			NPSR1-AS1																	
			HERPUD2																	
			SEPT7																	
			STARD3NL																	
			VPS41																	
			YAE1D1																	
			RALA																	
			C7orf25																	
			PSMA2																	
			MRPL32																	
			STK17A																	
			UBE2D4																	
			MIR4657																	
			SNORA9																	
			SEPT7P2																	
			IGFBP1																	
			HUS1																	
			ZPBP																	
			FIGNL1																	
			LOC100996654																	
			EGFR-AS1																	
			LANCL2																	
			GBAS																	
			CCT6A																	
			YWHAEP1																	
			ZNF680																	
			ZNF107																	
			ZNF138																	
			ZNF92																	
			LOC441242																	
			SNORA22																	
			GS1-124K5.11																	
			KCTD7																	
			GTF2IRD1P1																	
			SBDS																	
			TYW1																	
			PMS2P4																	
			STAG3L4																	
			TYW1B																	
			SBDSP1																	
			LOC101926943																	
			PMS2P3																	
			HIP1																	
			FDPSP2																	
			PMS2P9																	
			GSAP																	
			LOC101927243																	
			APTR																	
			RSBN1L																	
			TMEM60																	
			PHTF2																	
			GNAI1																	
			CD36																	
			SEMA3C																	
			HGF																	
			PCLO																	
			SEMA3E																	
			SEMA3A																	
			GRM3																	
			KIAA1324L																	
			DMTF1																	
			TMEM243																	
			CROT																	
			ABCB4																	
			ABCB1																	
			SLC25A40																	
			DBF4																	
			SRI																	
			STEAP4																	
			STEAP2-AS1																	
			STEAP1																	
			STEAP2																	
			GTPBP10																	
			CLDN12																	
			CDK14																	
			MTERF1																	
			AKAP9																	
			CYP51A1																	
			CYP51A1-AS1																	
			KRIT1																	
			PEX1																	
			RBM48																	
			FAM133B																	
			FAM133DP																	
			CDK6																	
			HEPACAM2																	
			VPS50																	
			CALCR																	
			MIR4652																	
			TFPI2																	
			BET1																	
			CASD1																	
			PPP1R9A																	
			PON2																	
			PDK4																	
			DYNC1I1																	
			SLC25A13																	
			LOC100506136																	
			SHFM1																	
			DLX6-AS1																	
			SDHAF3																	
			ASNS																	
			MIR5692A1																	
			MIR5692A2																	
			KPNA7																	
			MYH16																	
			ZNF394																	
			ZKSCAN5																	
			FAM200A																	
			ZNF655																	
			CYP3A5																	
			CYP3A7-CYP3A51P																	
			CYP3A7																	
			CYP3A4																	
			CYP3A43																	
			ZKSCAN1																	
			ZNF3																	
			MIR106B																	
			STAG3L5P																	
			MIR6840																	
			TRIM56																	
			FAM185A																	
			FBXL13																	
			LRRC17																	
			ARMC10																	
			NAPEPLD																	
			PMPCB																	
			DNAJC2																	
			PSMC2																	
			SLC26A5																	
			LOC101927870																	
			ORC5																	
			LHFPL3-AS2																	
			LINC01004																	
